,Unnamed: 0,game_location,game_result,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_pts,date_game,team_id,opp_id
3279,79,Home,W 109-100 ,240,40,87,0.46,32,66,0.485,8,21,0.381,21,30,0.7,109,37,83,0.446,28,54,0.519,9,29,0.31,17,24,0.708,100,2015-03-15,OKC,CHI
3280,80,@,W 109-98 ,240,45,89,0.506,39,71,0.549,6,18,0.333,13,16,0.813,109,41,74,0.554,37,63,0.587,4,11,0.364,12,16,0.75,98,2015-03-22,CHA,MIN
3281,81,Home,W 109-86 ,240,40,79,0.506,32,62,0.516,8,17,0.471,21,23,0.913,109,35,87,0.402,32,70,0.457,3,17,0.176,13,18,0.722,86,2015-03-22,SAC,WAS
3282,82,Home,W 109-102 ,240,39,82,0.476,32,64,0.5,7,18,0.389,24,29,0.828,109,40,83,0.482,32,58,0.552,8,25,0.32,14,22,0.636,102,2015-03-29,MIA,DET
3283,83,@,W 109-97 ,240,40,86,0.465,30,60,0.5,10,26,0.385,19,26,0.731,109,37,82,0.451,32,60,0.533,5,22,0.227,18,24,0.75,97,2015-03-29,OKC,PHO
3284,84,Home,W 109-86 ,240,44,86,0.512,32,59,0.542,12,27,0.444,9,10,0.9,109,38,87,0.437,35,71,0.493,3,16,0.188,7,10,0.7,86,2015-03-30,POR,PHO
3285,85,@,L 109-114 ,240,42,82,0.512,34,56,0.607,8,26,0.308,17,23,0.739,109,46,88,0.523,41,72,0.569,5,16,0.313,17,23,0.739,114,2015-04-03,TOR,BRK
3286,86,Home,W 109-97 ,240,43,85,0.506,26,53,0.491,17,32,0.531,6,12,0.5,109,38,83,0.458,29,58,0.5,9,25,0.36,12,20,0.6,97,2015-04-13,CLE,DET
3287,87,Home,W 109-92 ,240,41,82,0.5,30,54,0.556,11,28,0.393,16,26,0.615,109,34,82,0.415,25,62,0.403,9,20,0.45,15,23,0.652,92,2015-04-13,UTA,DAL
3288,88,@,L 109-114 ,240,43,101,0.426,37,83,0.446,6,18,0.333,17,25,0.68,109,39,76,0.513,35,59,0.593,4,17,0.235,32,46,0.696,114,2015-10-31,SAC,LAC
3289,89,Home,W 109-89 ,240,42,86,0.488,33,64,0.516,9,22,0.409,16,21,0.762,109,32,79,0.405,22,43,0.512,10,36,0.278,15,18,0.833,89,2015-11-01,MIA,HOU
3290,90,Home,L 109-120 ,240,36,86,0.419,30,60,0.5,6,26,0.231,31,38,0.816,109,43,85,0.506,36,65,0.554,7,20,0.35,27,31,0.871,120,2015-11-03,LAL,DEN
3291,91,@,W 109-105 ,240,38,86,0.442,31,56,0.554,7,30,0.233,26,29,0.897,109,42,88,0.477,38,66,0.576,4,22,0.182,17,25,0.68,105,2015-11-07,HOU,LAC
3292,92,Home,W 109-95 ,240,43,91,0.473,31,70,0.443,12,21,0.571,11,13,0.846,109,40,85,0.471,34,66,0.515,6,19,0.316,9,15,0.6,95,2015-11-09,GSW,DET
3293,93,Home,L 109-111 ,240,37,84,0.44,33,67,0.493,4,17,0.235,31,39,0.795,109,42,95,0.442,31,72,0.431,11,23,0.478,16,18,0.889,111,2015-11-10,TOR,NYK
3294,94,@,L 109-111 ,240,42,89,0.472,34,68,0.5,8,21,0.381,17,21,0.81,109,40,94,0.426,29,67,0.433,11,27,0.407,20,26,0.769,111,2015-11-13,BRK,SAC
3295,95,Home,W 109-98 ,240,42,86,0.488,33,68,0.485,9,18,0.5,16,20,0.8,109,38,98,0.388,33,83,0.398,5,15,0.333,17,18,0.944,98,2015-11-18,SAS,DEN
3296,96,@,L 109-116 ,240,43,84,0.512,31,61,0.508,12,23,0.522,11,20,0.55,109,42,89,0.472,35,65,0.538,7,24,0.292,25,33,0.758,116,2015-11-19,SAC,MIA
3297,97,Home,W 109-97 ,240,41,85,0.482,30,56,0.536,11,29,0.379,16,19,0.842,109,32,86,0.372,21,58,0.362,11,28,0.393,22,25,0.88,97,2015-11-21,CLE,ATL
3298,98,Home,W 109-88 ,240,43,83,0.518,34,70,0.486,9,13,0.692,14,17,0.824,109,31,91,0.341,25,63,0.397,6,28,0.214,20,24,0.833,88,2015-11-23,MIL,DET
3299,99,Home,W 109-106 ,240,40,82,0.488,30,56,0.536,10,26,0.385,19,25,0.76,109,43,84,0.512,33,61,0.541,10,23,0.435,10,16,0.625,106,2015-12-04,WAS,PHO
3300,0,@,W 109-103 ,240,39,77,0.506,29,57,0.509,10,20,0.5,21,30,0.7,109,38,83,0.458,33,68,0.485,5,15,0.333,22,26,0.846,103,2015-12-05,POR,MIN
3301,1,Home,L 109-112 ,240,40,91,0.44,32,71,0.451,8,20,0.4,21,26,0.808,109,35,73,0.479,19,43,0.442,16,30,0.533,26,36,0.722,112,2015-12-05,TOR,GSW
3302,2,@,W 109-95 ,240,38,81,0.469,26,53,0.491,12,28,0.429,21,36,0.583,109,42,90,0.467,40,80,0.5,2,10,0.2,9,12,0.75,95,2015-12-09,LAC,MIL
3303,3,@,W 109-103 ,240,40,83,0.482,28,50,0.56,12,33,0.364,17,25,0.68,109,39,89,0.438,34,64,0.531,5,25,0.2,20,24,0.833,103,2015-12-09,HOU,WAS
3304,4,Home,W 109-87 ,240,44,82,0.537,38,68,0.559,6,14,0.429,15,25,0.6,109,36,88,0.409,27,63,0.429,9,25,0.36,6,10,0.6,87,2015-12-11,SAS,LAL
3305,5,Home,W 109-99 (OT),265,37,85,0.435,27,56,0.482,10,29,0.345,25,31,0.806,109,35,97,0.361,26,58,0.448,9,39,0.231,20,28,0.714,99,2015-12-17,CHA,TOR
3306,6,@,W 109-101 ,240,41,88,0.466,37,68,0.544,4,20,0.2,23,29,0.793,109,34,77,0.442,24,54,0.444,10,23,0.435,23,31,0.742,101,2015-12-18,ATL,BOS
3307,7,Home,W 109-101 ,240,40,79,0.506,31,59,0.525,9,20,0.45,20,23,0.87,109,39,93,0.419,29,60,0.483,10,33,0.303,13,16,0.813,101,2015-12-19,WAS,CHO
3308,8,@,L 109-116 ,240,39,80,0.488,26,46,0.565,13,34,0.382,18,22,0.818,109,43,75,0.573,31,52,0.596,12,23,0.522,18,26,0.692,116,2015-12-20,POR,MIA
3309,9,@,W 109-104 ,240,38,79,0.481,25,53,0.472,13,26,0.5,20,24,0.833,109,36,74,0.486,26,47,0.553,10,27,0.37,22,27,0.815,104,2015-12-26,LAC,UTA
3310,10,Home,W 109-96 ,240,43,86,0.5,28,53,0.528,15,33,0.455,8,11,0.727,109,35,78,0.449,19,42,0.452,16,36,0.444,10,14,0.714,96,2015-12-31,UTA,POR
3311,11,@,W 109-90 ,240,35,79,0.443,26,56,0.464,9,23,0.391,30,37,0.811,109,29,84,0.345,23,62,0.371,6,22,0.273,26,34,0.765,90,2016-01-02,OKC,CHO
3312,12,Home,W 109-99 ,240,48,87,0.552,44,67,0.657,4,20,0.2,9,14,0.643,109,39,73,0.534,37,68,0.544,2,5,0.4,19,24,0.792,99,2016-01-04,PHI,MIN
3313,13,@,W 109-88 ,240,40,86,0.465,27,55,0.491,13,31,0.419,16,21,0.762,109,29,91,0.319,24,70,0.343,5,21,0.238,25,30,0.833,88,2016-01-05,GSW,LAL
3314,14,@,W 109-98 ,240,42,83,0.506,31,60,0.517,11,23,0.478,14,17,0.824,109,38,86,0.442,29,60,0.483,9,26,0.346,13,23,0.565,98,2016-01-06,LAC,POR
3315,15,@,W 109-99 ,240,41,85,0.482,36,71,0.507,5,14,0.357,22,27,0.815,109,38,91,0.418,32,68,0.471,6,23,0.261,17,26,0.654,99,2016-01-12,SAS,DET
3316,16,@,W 109-97 ,240,42,100,0.42,26,67,0.388,16,33,0.485,9,11,0.818,109,41,84,0.488,35,61,0.574,6,23,0.261,9,14,0.643,97,2016-01-13,NOP,SAC
3317,17,Home,W 109-107 ,240,43,87,0.494,31,60,0.517,12,27,0.444,11,13,0.846,109,42,86,0.488,28,51,0.549,14,35,0.4,9,12,0.75,107,2016-01-15,NOP,CHO
3318,18,Home,W 109-82 ,240,41,83,0.494,29,59,0.492,12,24,0.5,15,18,0.833,109,31,90,0.344,22,67,0.328,9,23,0.391,11,18,0.611,82,2016-01-16,UTA,LAL
3319,19,Home,W 109-95 ,240,39,83,0.47,30,59,0.508,9,24,0.375,22,30,0.733,109,34,81,0.42,25,54,0.463,9,27,0.333,18,21,0.857,95,2016-01-20,OKC,CHO
3320,20,@,L 109-115 ,240,43,85,0.506,31,59,0.525,12,26,0.462,11,15,0.733,109,46,83,0.554,35,54,0.648,11,29,0.379,12,17,0.706,115,2016-01-20,BOS,TOR
3321,21,@,W 109-106 ,240,45,91,0.495,37,61,0.607,8,30,0.267,11,15,0.733,109,40,87,0.46,30,54,0.556,10,33,0.303,16,18,0.889,106,2016-01-22,OKC,DAL
3322,22,Home,W 109-91 ,240,45,92,0.489,38,72,0.528,7,20,0.35,12,16,0.75,109,31,80,0.388,21,51,0.412,10,29,0.345,19,28,0.679,91,2016-01-29,POR,CHO
3323,23,Home,W 109-105 (OT),265,44,100,0.44,35,73,0.479,9,27,0.333,12,16,0.75,109,40,87,0.46,36,69,0.522,4,18,0.222,21,25,0.84,105,2016-01-30,IND,DEN
3324,24,@,W 109-90 ,240,45,86,0.523,36,66,0.545,9,20,0.45,10,12,0.833,109,33,71,0.465,22,49,0.449,11,22,0.5,13,19,0.684,90,2016-02-10,MEM,BRK
3325,25,Home,W 109-98 ,240,42,86,0.488,34,69,0.493,8,17,0.471,17,20,0.85,109,36,82,0.439,26,56,0.464,10,26,0.385,16,18,0.889,98,2016-02-19,BRK,NYK
3326,26,Home,W 109-104 ,240,40,82,0.488,33,61,0.541,7,21,0.333,22,28,0.786,109,31,75,0.413,20,49,0.408,11,26,0.423,31,31,1.0,104,2016-02-19,MEM,MIN
3327,27,Home,L 109-117 (2OT),290,44,106,0.415,35,65,0.538,9,41,0.22,12,18,0.667,109,46,104,0.442,43,87,0.494,3,17,0.176,22,32,0.688,117,2016-02-20,ATL,MIL
3328,28,Home,W 109-89 ,240,43,94,0.457,31,68,0.456,12,26,0.462,11,17,0.647,109,29,83,0.349,23,60,0.383,6,23,0.261,25,33,0.758,89,2016-02-23,WAS,NOP
3329,29,Home,W 109-104 ,240,44,88,0.5,36,65,0.554,8,23,0.348,13,16,0.813,109,38,90,0.422,29,62,0.468,9,28,0.321,19,26,0.731,104,2016-02-24,CHI,WAS
3330,30,Home,W 109-105 (OT),265,41,103,0.398,29,67,0.433,12,36,0.333,15,17,0.882,109,37,80,0.463,25,47,0.532,12,33,0.364,19,24,0.792,105,2016-03-01,GSW,ATL
3331,31,@,W 109-100 ,240,37,71,0.521,25,43,0.581,12,28,0.429,23,30,0.767,109,32,80,0.4,22,58,0.379,10,22,0.455,26,33,0.788,100,2016-03-06,PHO,MEM
3332,32,@,W 109-90 ,240,39,83,0.47,27,51,0.529,12,32,0.375,19,29,0.655,109,30,81,0.37,26,56,0.464,4,25,0.16,26,32,0.813,90,2016-03-07,LAC,DAL
3333,33,@,L 109-116 (OT),265,45,99,0.455,37,79,0.468,8,20,0.4,11,23,0.478,109,41,89,0.461,31,65,0.477,10,24,0.417,24,31,0.774,116,2016-03-08,WAS,POR
3334,34,Home,W 109-101 ,240,44,93,0.473,38,76,0.5,6,17,0.353,15,19,0.789,109,39,86,0.453,28,64,0.438,11,22,0.5,12,13,0.923,101,2016-03-10,SAS,CHI
3335,35,@,L 109-125 ,240,43,93,0.462,38,67,0.567,5,26,0.192,18,28,0.643,109,48,88,0.545,33,57,0.579,15,31,0.484,14,16,0.875,125,2016-03-12,HOU,CHO
3336,36,@,W 109-100 ,240,45,89,0.506,39,75,0.52,6,14,0.429,13,21,0.619,109,39,70,0.557,27,43,0.628,12,27,0.444,10,13,0.769,100,2016-03-13,MIL,BRK
3337,37,@,W 109-107 ,240,41,83,0.494,32,58,0.552,9,25,0.36,18,20,0.9,109,37,83,0.446,31,63,0.492,6,20,0.3,27,31,0.871,107,2016-03-14,CHI,TOR
3338,38,Home,L 109-130 ,240,40,93,0.43,35,74,0.473,5,19,0.263,24,27,0.889,109,47,96,0.49,35,67,0.522,12,29,0.414,24,30,0.8,130,2016-03-16,BOS,OKC
3339,39,@,W 109-106 ,240,40,86,0.465,27,60,0.45,13,26,0.5,16,21,0.762,109,40,75,0.533,33,58,0.569,7,17,0.412,19,24,0.792,106,2016-03-17,CHA,MIA
3340,40,@,W 109-103 ,240,38,76,0.5,25,48,0.521,13,28,0.464,20,27,0.741,109,37,82,0.451,26,60,0.433,11,22,0.5,18,22,0.818,103,2016-03-18,CLE,ORL
3341,41,Home,W 109-97 ,240,44,88,0.5,30,50,0.6,14,38,0.368,7,12,0.583,109,33,84,0.393,28,61,0.459,5,23,0.217,26,31,0.839,97,2016-03-19,ATL,HOU
3342,42,Home,W 109-105 ,240,35,71,0.493,28,50,0.56,7,21,0.333,32,40,0.8,109,33,82,0.402,23,43,0.535,10,39,0.256,29,42,0.69,105,2016-03-20,NOP,LAC
3343,43,Home,W 109-102 ,240,41,91,0.451,29,67,0.433,12,24,0.5,15,23,0.652,109,40,88,0.455,31,59,0.525,9,29,0.31,13,16,0.813,102,2016-03-21,CHI,SAC
3344,44,@,W 109-104 ,240,43,87,0.494,35,63,0.556,8,24,0.333,15,24,0.625,109,36,82,0.439,29,63,0.46,7,19,0.368,25,30,0.833,104,2016-03-21,GSW,MIN
3345,45,Home,W 109-103 ,240,40,89,0.449,33,62,0.532,7,27,0.259,22,25,0.88,109,42,96,0.438,33,66,0.5,9,30,0.3,10,11,0.909,103,2016-03-23,POR,DAL
3346,46,@,L 109-112 ,240,39,94,0.415,26,63,0.413,13,31,0.419,18,26,0.692,109,42,81,0.519,30,59,0.508,12,22,0.545,16,35,0.457,112,2016-03-25,TOR,HOU
3347,47,@,W 109-105 ,240,38,78,0.487,25,49,0.51,13,29,0.448,20,24,0.833,109,41,95,0.432,35,76,0.461,6,19,0.316,17,27,0.63,105,2016-03-30,DEN,MEM
3348,48,@,L 109-116 ,240,37,88,0.42,28,64,0.438,9,24,0.375,26,34,0.765,109,41,90,0.456,27,56,0.482,14,34,0.412,20,27,0.741,116,2016-03-31,BOS,POR
3349,49,@,W 109-106 ,240,41,87,0.471,33,64,0.516,8,23,0.348,19,30,0.633,109,38,83,0.458,18,40,0.45,20,43,0.465,10,13,0.769,106,2016-04-01,BOS,GSW
3350,50,@,L 109-114 ,240,43,94,0.457,32,64,0.5,11,30,0.367,12,21,0.571,109,43,85,0.506,35,66,0.53,8,19,0.421,20,33,0.606,114,2016-04-03,WAS,LAC
3351,51,@,W 109-80 ,240,41,75,0.547,23,39,0.59,18,36,0.5,9,10,0.9,109,35,88,0.398,31,72,0.431,4,16,0.25,6,12,0.5,80,2016-04-05,CLE,MIL
3352,52,@,L 109-123 ,240,35,74,0.473,27,45,0.6,8,29,0.276,31,34,0.912,109,45,80,0.563,29,49,0.592,16,31,0.516,17,22,0.773,123,2016-04-06,CLE,IND
3353,53,@,L 109-124 ,240,41,84,0.488,34,67,0.507,7,17,0.412,20,29,0.69,109,44,78,0.564,38,64,0.594,6,14,0.429,30,38,0.789,124,2016-04-08,MIL,BOS
3354,54,@,L 109-112 ,240,45,100,0.45,37,78,0.474,8,22,0.364,11,21,0.524,109,43,82,0.524,38,71,0.535,5,11,0.455,21,28,0.75,112,2016-04-08,MIA,ORL
3355,55,@,W 109-102 ,240,43,91,0.473,39,75,0.52,4,16,0.25,19,30,0.633,109,32,91,0.352,18,54,0.333,14,37,0.378,24,36,0.667,102,2016-04-08,NYK,PHI
3356,56,@,W 109-108 (OT),265,40,87,0.46,33,64,0.516,7,23,0.304,22,24,0.917,109,39,96,0.406,26,50,0.52,13,46,0.283,17,25,0.68,108,2016-04-10,MIL,PHI
3357,57,Home,W 109-94 ,240,40,83,0.482,29,54,0.537,11,29,0.379,18,20,0.9,109,39,87,0.448,31,57,0.544,8,30,0.267,8,15,0.533,94,2016-04-11,CLE,ATL
3358,58,@,L 109-144 ,240,40,92,0.435,29,62,0.468,11,30,0.367,18,22,0.818,109,56,86,0.651,43,58,0.741,13,28,0.464,19,23,0.826,144,2016-04-13,NOP,MIN
3359,59,Home,W 109-98 ,240,42,88,0.477,33,60,0.55,9,28,0.321,16,30,0.533,109,32,81,0.395,21,52,0.404,11,29,0.379,23,31,0.742,98,2016-04-13,WAS,ATL
3360,60,Home,W 109-91 ,240,41,86,0.477,38,68,0.559,3,18,0.167,24,29,0.828,109,35,84,0.417,31,62,0.5,4,22,0.182,17,22,0.773,91,2016-10-26,TOR,DET
3361,61,Home,W 109-101 ,240,41,76,0.539,28,49,0.571,13,27,0.481,14,17,0.824,109,37,88,0.42,28,63,0.444,9,25,0.36,18,21,0.857,101,2016-11-02,BRK,DET
3362,62,Home,W 109-93 ,240,39,79,0.494,26,45,0.578,13,34,0.382,18,26,0.692,109,34,86,0.395,22,48,0.458,12,38,0.316,13,15,0.867,93,2016-11-02,CHA,PHI
3363,63,Home,L 109-114 ,240,42,83,0.506,34,63,0.54,8,20,0.4,17,19,0.895,109,38,75,0.507,30,50,0.6,8,25,0.32,30,35,0.857,114,2016-11-06,NYK,UTA
3364,64,@,W 109-84 ,240,43,85,0.506,32,66,0.485,11,19,0.579,12,20,0.6,109,31,77,0.403,24,56,0.429,7,21,0.333,15,22,0.682,84,2016-11-07,UTA,PHI
3365,65,@,W 109-97 ,240,43,82,0.524,33,59,0.559,10,23,0.435,13,15,0.867,109,38,78,0.487,28,52,0.538,10,26,0.385,11,14,0.786,97,2016-11-08,DAL,LAL
3366,66,Home,W 109-105 (OT),265,36,86,0.419,25,54,0.463,11,32,0.344,26,31,0.839,109,39,88,0.443,34,69,0.493,5,19,0.263,22,23,0.957,105,2016-11-11,PHI,IND
3367,67,Home,W 109-102 ,240,42,77,0.545,32,49,0.653,10,28,0.357,15,22,0.682,109,38,91,0.418,30,68,0.441,8,23,0.348,18,25,0.72,102,2016-11-16,PHI,WAS
3368,68,@,L 109-126 ,240,41,90,0.456,31,62,0.5,10,28,0.357,17,21,0.81,109,46,95,0.484,32,63,0.508,14,32,0.438,20,25,0.8,126,2016-11-17,POR,HOU
3369,69,Home,L 109-129 ,240,37,93,0.398,27,58,0.466,10,35,0.286,25,31,0.806,109,49,85,0.576,34,49,0.694,15,36,0.417,16,21,0.762,129,2016-11-20,BRK,POR
3370,70,@,L 109-111 ,240,45,92,0.489,34,65,0.523,11,27,0.407,8,11,0.727,109,42,83,0.506,28,56,0.5,14,27,0.519,13,16,0.813,111,2016-11-22,OKC,LAL
3371,71,@,W 109-103 ,240,38,81,0.469,27,57,0.474,11,24,0.458,22,25,0.88,109,42,91,0.462,30,57,0.526,12,34,0.353,7,9,0.778,103,2016-11-25,SAS,BOS
3372,72,@,W 109-85 ,240,43,83,0.518,32,55,0.582,11,28,0.393,12,17,0.706,109,32,90,0.356,27,68,0.397,5,22,0.227,16,23,0.696,85,2016-11-25,GSW,LAL
3373,73,Home,W 109-94 ,240,42,95,0.442,34,75,0.453,8,20,0.4,17,20,0.85,109,39,88,0.443,27,53,0.509,12,35,0.343,4,10,0.4,94,2016-11-27,LAL,ATL
3374,74,Home,W 109-107 ,240,40,89,0.449,30,68,0.441,10,21,0.476,19,25,0.76,109,45,89,0.506,36,64,0.563,9,25,0.36,8,10,0.8,107,2016-11-30,PHO,ATL
3375,75,@,L 109-131 ,240,36,72,0.5,30,58,0.517,6,14,0.429,31,35,0.886,109,51,94,0.543,39,62,0.629,12,32,0.375,17,19,0.895,131,2016-11-30,IND,POR
3376,76,@,L 109-138 ,240,41,91,0.451,30,59,0.508,11,32,0.344,16,21,0.762,109,49,78,0.628,35,57,0.614,14,21,0.667,26,34,0.765,138,2016-12-03,PHO,GSW
3377,77,@,W 109-101 ,240,40,79,0.506,37,61,0.607,3,18,0.167,26,28,0.929,109,37,89,0.416,24,53,0.453,13,36,0.361,14,18,0.778,101,2016-12-05,CHA,DAL
3378,78,@,W 109-94 ,240,35,78,0.449,28,55,0.509,7,23,0.304,32,41,0.78,109,34,85,0.4,25,52,0.481,9,33,0.273,17,18,0.944,94,2016-12-07,IND,PHO
3379,79,Home,W 109-88 ,240,41,85,0.482,32,63,0.508,9,22,0.409,18,23,0.783,109,34,91,0.374,25,57,0.439,9,34,0.265,11,14,0.786,88,2016-12-09,CHA,ORL
3380,80,Home,W 109-87 ,240,37,74,0.5,18,37,0.486,19,37,0.514,16,22,0.727,109,32,79,0.405,21,45,0.467,11,34,0.324,12,14,0.857,87,2016-12-10,HOU,DAL
3381,81,Home,L 109-113 ,240,39,82,0.476,25,47,0.532,14,35,0.4,17,21,0.81,109,42,95,0.442,28,61,0.459,14,34,0.412,15,19,0.789,113,2016-12-13,NOP,GSW
3382,82,Home,W 109-89 ,240,42,72,0.583,29,49,0.592,13,23,0.565,12,15,0.8,109,30,82,0.366,24,63,0.381,6,19,0.316,23,27,0.852,89,2016-12-14,UTA,OKC
3383,83,Home,W 109-106 ,240,45,87,0.517,40,69,0.58,5,18,0.278,14,17,0.824,109,38,74,0.514,24,41,0.585,14,33,0.424,16,21,0.762,106,2016-12-14,WAS,CHO
3384,84,Home,L 109-111 (OT),265,41,92,0.446,34,71,0.479,7,21,0.333,20,27,0.741,109,39,96,0.406,22,45,0.489,17,51,0.333,16,20,0.8,111,2016-12-17,MIN,HOU
3385,85,@,W 109-79 ,240,43,87,0.494,36,60,0.6,7,27,0.259,16,21,0.762,109,34,83,0.41,31,62,0.5,3,21,0.143,8,9,0.889,79,2016-12-18,TOR,ORL
3386,86,Home,L 109-112 (OT),265,38,94,0.404,26,64,0.406,12,30,0.4,21,26,0.808,109,33,81,0.407,21,44,0.477,12,37,0.324,34,38,0.895,112,2016-12-20,MEM,BOS
3387,87,@,W 109-102 ,240,38,92,0.413,28,53,0.528,10,39,0.256,23,27,0.852,109,35,82,0.427,28,59,0.475,7,23,0.304,25,29,0.862,102,2016-12-22,BOS,IND
3388,88,@,W 109-108 ,240,37,86,0.43,29,61,0.475,8,25,0.32,27,33,0.818,109,37,78,0.474,29,53,0.547,8,25,0.32,26,35,0.743,108,2016-12-23,ATL,DEN
3389,89,@,L 109-115 ,240,38,89,0.427,18,37,0.486,20,52,0.385,13,15,0.867,109,41,81,0.506,28,56,0.5,13,25,0.52,20,25,0.8,115,2016-12-23,HOU,MEM
3390,90,@,W 109-105 ,240,42,80,0.525,27,51,0.529,15,29,0.517,10,14,0.714,109,36,79,0.456,24,47,0.511,12,32,0.375,21,26,0.808,105,2016-12-23,SAC,MIN
3391,91,Home,W 109-90 ,240,45,89,0.506,34,62,0.548,11,27,0.407,8,14,0.571,109,31,87,0.356,23,64,0.359,8,23,0.348,20,24,0.833,90,2016-12-23,ORL,LAL
3392,92,Home,W 109-108 ,240,37,95,0.389,25,60,0.417,12,35,0.343,23,32,0.719,109,37,77,0.481,28,47,0.596,9,30,0.3,25,29,0.862,108,2016-12-25,CLE,GSW
3393,93,Home,L 109-121 ,240,40,78,0.513,31,54,0.574,9,24,0.375,20,23,0.87,109,43,85,0.506,29,54,0.537,14,31,0.452,21,25,0.84,121,2016-12-31,CHA,CLE
3394,94,Home,W 109-98 ,240,37,80,0.463,30,64,0.469,7,16,0.438,28,38,0.737,109,39,102,0.382,37,87,0.425,2,15,0.133,18,22,0.818,98,2017-01-02,LAC,PHO
3395,95,@,L 109-121 ,240,41,90,0.456,24,52,0.462,17,38,0.447,10,13,0.769,109,48,93,0.516,38,71,0.535,10,22,0.455,15,19,0.789,121,2017-01-05,BRK,IND
3396,96,@,L 109-118 ,240,36,86,0.419,26,55,0.473,10,31,0.323,27,33,0.818,109,43,81,0.531,31,48,0.646,12,33,0.364,20,30,0.667,118,2017-01-05,LAL,POR
3397,97,@,L 109-123 ,240,40,87,0.46,28,56,0.5,12,31,0.387,17,24,0.708,109,43,86,0.5,32,62,0.516,11,24,0.458,26,28,0.929,123,2017-01-07,NYK,IND
3398,98,@,W 109-94 ,240,47,83,0.566,40,59,0.678,7,24,0.292,8,11,0.727,109,34,83,0.41,27,64,0.422,7,19,0.368,19,22,0.864,94,2017-01-09,OKC,CHI
3399,99,@,W 109-107 ,240,44,84,0.524,34,65,0.523,10,19,0.526,11,13,0.846,109,42,88,0.477,30,58,0.517,12,30,0.4,11,14,0.786,107,2017-01-10,MIL,SAS
3400,0,Home,L 109-115 ,240,39,97,0.402,29,63,0.46,10,34,0.294,21,25,0.84,109,41,83,0.494,31,65,0.477,10,18,0.556,23,26,0.885,115,2017-01-13,POR,ORL
3401,1,Home,W 109-93 ,240,44,91,0.484,36,74,0.486,8,17,0.471,13,18,0.722,109,36,87,0.414,26,56,0.464,10,31,0.323,11,21,0.524,93,2017-01-14,WAS,PHI
3402,2,Home,L 109-119 ,240,40,89,0.449,33,63,0.524,7,26,0.269,22,24,0.917,109,48,92,0.522,38,73,0.521,10,19,0.526,13,16,0.813,119,2017-01-17,BRK,TOR
3403,3,Home,W 109-103 ,240,42,90,0.467,33,61,0.541,9,29,0.31,16,24,0.667,109,36,90,0.4,27,51,0.529,9,39,0.231,22,28,0.786,103,2017-01-17,MIA,HOU
3404,4,Home,W 109-97 ,240,41,77,0.532,28,47,0.596,13,30,0.433,14,22,0.636,109,33,79,0.418,27,61,0.443,6,18,0.333,25,32,0.781,97,2017-01-21,MIA,MIL
3405,5,Home,W 109-100 ,240,39,84,0.464,33,60,0.55,6,24,0.25,25,32,0.781,109,39,77,0.506,29,57,0.509,10,20,0.5,12,17,0.706,100,2017-01-21,UTA,IND
3406,6,@,W 109-99 ,240,43,80,0.538,33,55,0.6,10,25,0.4,13,17,0.765,109,35,90,0.389,27,58,0.466,8,32,0.25,21,25,0.84,99,2017-01-23,WAS,CHO
3407,7,@,W 109-104 ,240,40,82,0.488,31,61,0.508,9,21,0.429,20,26,0.769,109,41,82,0.5,31,54,0.574,10,28,0.357,12,17,0.706,104,2017-01-23,SAC,DET
3408,8,@,W 109-103 ,240,35,76,0.461,27,54,0.5,8,22,0.364,31,35,0.886,109,38,86,0.442,31,60,0.517,7,26,0.269,20,25,0.8,103,2017-01-23,NYK,IND
3409,9,@,L 109-120 ,240,36,77,0.468,26,46,0.565,10,31,0.323,27,38,0.711,109,47,91,0.516,36,59,0.61,11,32,0.344,15,16,0.938,120,2017-01-25,HOU,BOS
3410,10,@,W 109-106 ,240,40,83,0.482,29,60,0.483,11,23,0.478,18,25,0.72,109,35,80,0.438,22,45,0.489,13,35,0.371,23,26,0.885,106,2017-01-25,MIA,BRK
3411,11,Home,L 109-114 ,240,42,91,0.462,35,63,0.556,7,28,0.25,18,23,0.783,109,40,75,0.533,28,49,0.571,12,26,0.462,22,25,0.88,114,2017-01-25,MIL,PHI
3412,12,@,W 109-103 ,240,42,81,0.519,32,63,0.508,10,18,0.556,15,17,0.882,109,36,81,0.444,26,54,0.481,10,27,0.37,21,27,0.778,103,2017-01-26,IND,MIN
3413,13,Home,W 109-98 ,240,37,72,0.514,28,50,0.56,9,22,0.409,26,36,0.722,109,38,84,0.452,27,58,0.466,11,26,0.423,11,13,0.846,98,2017-01-26,OKC,DAL
3414,14,@,L 109-112 ,240,37,77,0.481,28,51,0.549,9,26,0.346,26,33,0.788,109,38,81,0.469,22,46,0.478,16,35,0.457,20,21,0.952,112,2017-01-27,MEM,POR
3415,15,@,W 109-106 ,240,41,79,0.519,30,52,0.577,11,27,0.407,16,26,0.615,109,36,75,0.48,24,38,0.632,12,37,0.324,22,24,0.917,106,2017-01-28,SAC,CHO
