,Unnamed: 0,game_location,game_result,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_pts,date_game,team_id,opp_id
10926,26,@,L 91-124 ,240,32,81,0.395,24,59,0.407,8,22,0.364,19,25,0.76,91,48,86,0.558,33,55,0.6,15,31,0.484,13,17,0.765,124,2016-03-21,DEN,CLE
10927,27,@,L 91-92 ,240,41,76,0.539,36,67,0.537,5,9,0.556,4,7,0.571,91,35,85,0.412,26,52,0.5,9,33,0.273,13,17,0.765,92,2016-03-21,MIL,DET
10928,28,Home,W 91-75 ,240,35,81,0.432,25,55,0.455,10,26,0.385,11,13,0.846,91,31,80,0.388,27,62,0.435,4,18,0.222,9,14,0.643,75,2016-03-21,IND,PHI
10929,29,Home,W 91-79 ,240,35,80,0.438,27,60,0.45,8,20,0.4,13,21,0.619,91,31,89,0.348,25,67,0.373,6,22,0.273,11,20,0.55,79,2016-03-23,BOS,TOR
10930,30,@,L 91-113 ,240,35,73,0.479,30,51,0.588,5,22,0.227,16,23,0.696,91,45,83,0.542,36,61,0.59,9,22,0.409,14,22,0.636,113,2016-03-24,UTA,OKC
10931,31,Home,L 91-115 ,240,37,84,0.44,33,69,0.478,4,15,0.267,13,15,0.867,91,41,74,0.554,25,45,0.556,16,29,0.552,17,21,0.81,115,2016-03-26,MIL,CHO
10932,32,Home,L 91-115 ,240,37,85,0.435,33,70,0.471,4,15,0.267,13,20,0.65,91,39,73,0.534,27,44,0.614,12,29,0.414,25,28,0.893,115,2016-03-26,NOP,TOR
10933,33,@,L 91-99 ,240,36,89,0.404,26,58,0.448,10,31,0.323,9,13,0.692,91,32,75,0.427,24,56,0.429,8,19,0.421,27,37,0.73,99,2016-03-28,NYK,NOP
10934,34,Home,W 91-89 ,240,35,85,0.412,27,60,0.45,8,25,0.32,13,17,0.765,91,35,77,0.455,32,60,0.533,3,17,0.176,16,18,0.889,89,2016-03-30,DAL,NYK
10935,35,@,L 91-100 ,240,33,90,0.367,23,51,0.451,10,39,0.256,15,21,0.714,91,36,84,0.429,29,57,0.509,7,27,0.259,21,27,0.778,100,2016-04-01,PHI,CHO
10936,36,@,L 91-105 ,240,36,101,0.356,32,77,0.416,4,24,0.167,15,20,0.75,91,42,84,0.5,28,61,0.459,14,23,0.609,7,7,1.0,105,2016-04-01,BRK,NYK
10937,37,@,W 91-81 ,240,37,83,0.446,30,58,0.517,7,25,0.28,10,14,0.714,91,32,90,0.356,28,71,0.394,4,19,0.211,13,17,0.765,81,2016-04-06,LAC,LAL
10938,38,@,L 91-98 ,240,30,74,0.405,22,44,0.5,8,30,0.267,23,33,0.697,91,37,76,0.487,28,58,0.483,9,18,0.5,15,37,0.405,98,2016-04-10,DAL,LAC
10939,39,Home,L 91-96 ,240,31,77,0.403,19,38,0.5,12,39,0.308,17,21,0.81,91,35,74,0.473,29,51,0.569,6,23,0.261,20,26,0.769,96,2016-04-13,DAL,SAS
10940,40,@,L 91-109 ,240,35,84,0.417,31,62,0.5,4,22,0.182,17,22,0.773,91,41,86,0.477,38,68,0.559,3,18,0.167,24,29,0.828,109,2016-10-26,DET,TOR
10941,41,Home,L 91-97 ,240,32,86,0.372,18,52,0.346,14,34,0.412,13,20,0.65,91,35,92,0.38,28,70,0.4,7,22,0.318,20,24,0.833,97,2016-10-28,MIA,CHO
10942,42,Home,L 91-94 ,240,35,90,0.389,31,74,0.419,4,16,0.25,17,18,0.944,91,33,79,0.418,21,47,0.447,12,32,0.375,16,22,0.727,94,2016-10-28,TOR,CLE
10943,43,Home,L 91-106 ,240,33,76,0.434,27,56,0.482,6,20,0.3,19,21,0.905,91,38,76,0.5,23,45,0.511,15,31,0.484,15,18,0.833,106,2016-11-01,SAS,UTA
10944,44,@,L 91-117 ,240,33,84,0.393,23,56,0.411,10,28,0.357,15,19,0.789,91,41,82,0.5,27,49,0.551,14,33,0.424,21,25,0.84,117,2016-11-05,SAC,MIL
10945,45,Home,L 91-96 ,240,30,84,0.357,23,54,0.426,7,30,0.233,24,31,0.774,91,34,78,0.436,29,62,0.468,5,16,0.313,23,31,0.742,96,2016-11-06,TOR,SAC
10946,46,Home,L 91-101 ,240,34,85,0.4,26,64,0.406,8,21,0.381,15,20,0.75,91,38,74,0.514,29,47,0.617,9,27,0.333,16,22,0.727,101,2016-11-10,SAC,LAL
10947,47,Home,L 91-102 ,240,38,81,0.469,33,64,0.516,5,17,0.294,10,19,0.526,91,40,81,0.494,34,61,0.557,6,20,0.3,16,19,0.842,102,2016-11-12,MIA,UTA
10948,48,@,L 91-105 ,240,33,85,0.388,26,59,0.441,7,26,0.269,18,23,0.783,91,42,86,0.488,34,64,0.531,8,22,0.364,13,30,0.433,105,2016-11-20,UTA,DEN
10949,49,@,L 91-96 ,240,35,74,0.473,27,47,0.574,8,27,0.296,13,20,0.65,91,35,75,0.467,27,55,0.491,8,20,0.4,18,25,0.72,96,2016-11-21,DAL,SAS
10950,50,Home,L 91-94 ,240,35,80,0.438,28,57,0.491,7,23,0.304,14,20,0.7,91,40,88,0.455,34,59,0.576,6,29,0.207,8,10,0.8,94,2016-11-25,ORL,WAS
10951,51,Home,W 91-81 ,240,32,77,0.416,22,50,0.44,10,27,0.37,17,20,0.85,91,30,77,0.39,25,57,0.439,5,20,0.25,16,18,0.889,81,2016-11-27,DAL,NOP
10952,52,Home,W 91-70 ,240,40,92,0.435,35,73,0.479,5,19,0.263,6,7,0.857,91,22,70,0.314,18,46,0.391,4,24,0.167,22,27,0.815,70,2016-11-27,IND,LAC
10953,53,@,L 91-102 ,240,33,75,0.44,31,60,0.517,2,15,0.133,23,32,0.719,91,40,88,0.455,32,67,0.478,8,21,0.381,14,21,0.667,102,2016-12-06,CHI,DET
10954,54,@,L 91-96 ,240,32,82,0.39,18,41,0.439,14,41,0.341,13,26,0.5,91,33,86,0.384,31,69,0.449,2,17,0.118,28,35,0.8,96,2016-12-06,PHI,MEM
10955,55,Home,L 91-105 ,240,36,82,0.439,29,62,0.468,7,20,0.35,12,18,0.667,91,39,74,0.527,28,50,0.56,11,24,0.458,16,19,0.842,105,2016-12-06,MIN,SAS
10956,56,@,L 91-95 ,240,39,97,0.402,30,69,0.435,9,28,0.321,4,5,0.8,91,35,80,0.438,31,63,0.492,4,17,0.235,21,27,0.778,95,2016-12-08,SAS,CHI
10957,57,@,L 91-103 ,240,38,96,0.396,31,74,0.419,7,22,0.318,8,10,0.8,91,37,84,0.44,32,66,0.485,5,18,0.278,24,28,0.857,103,2016-12-23,CHI,CHO
10958,58,Home,W 91-87 ,240,33,89,0.371,22,61,0.361,11,28,0.393,14,21,0.667,91,36,87,0.414,28,67,0.418,8,20,0.4,7,13,0.538,87,2016-12-23,NOP,MIA
10959,59,Home,L 91-95 ,240,35,83,0.422,27,60,0.45,8,23,0.348,13,18,0.722,91,32,95,0.337,20,61,0.328,12,34,0.353,19,24,0.792,95,2016-12-26,POR,TOR
10960,60,Home,W 91-82 ,240,36,93,0.387,31,67,0.463,5,26,0.192,14,18,0.778,91,33,82,0.402,23,54,0.426,10,28,0.357,6,13,0.462,82,2016-12-29,CHA,MIA
10961,61,@,L 91-99 ,240,30,75,0.4,23,48,0.479,7,27,0.259,24,29,0.828,91,37,83,0.446,28,62,0.452,9,21,0.429,16,23,0.696,99,2016-12-29,TOR,PHO
10962,62,Home,W 91-86 ,240,35,73,0.479,27,53,0.509,8,20,0.4,13,20,0.65,91,36,87,0.414,29,70,0.414,7,17,0.412,7,10,0.7,86,2016-12-31,UTA,PHO
10963,63,@,L 91-101 ,240,38,87,0.437,32,61,0.525,6,26,0.231,9,12,0.75,91,37,86,0.43,25,47,0.532,12,39,0.308,15,21,0.714,101,2017-01-02,WAS,HOU
10964,64,@,L 91-93 ,240,33,82,0.402,26,58,0.448,7,24,0.292,18,20,0.9,91,33,85,0.388,26,53,0.491,7,32,0.219,20,25,0.8,93,2017-01-03,MIN,PHI
10965,65,@,L 91-126 ,240,31,88,0.352,22,54,0.407,9,34,0.265,20,27,0.741,91,46,91,0.505,31,57,0.544,15,34,0.441,19,24,0.792,126,2017-01-16,CLE,GSW
10966,66,@,L 91-107 ,240,31,76,0.408,25,47,0.532,6,29,0.207,23,32,0.719,91,38,83,0.458,27,55,0.491,11,28,0.393,20,25,0.8,107,2017-01-20,SAC,MEM
10967,67,@,L 91-107 ,240,37,100,0.37,31,74,0.419,6,26,0.231,11,16,0.688,91,41,92,0.446,33,63,0.524,8,29,0.276,17,22,0.773,107,2017-01-29,OKC,CLE
10968,68,@,L 91-105 ,240,37,84,0.44,32,67,0.478,5,17,0.294,12,22,0.545,91,38,83,0.458,28,52,0.538,10,31,0.323,19,22,0.864,105,2017-02-04,NOP,WAS
10969,69,@,L 91-110 ,240,29,87,0.333,24,64,0.375,5,23,0.217,28,34,0.824,91,35,72,0.486,21,48,0.438,14,24,0.583,26,34,0.765,110,2017-02-08,PHO,MEM
10970,70,@,L 91-98 ,240,35,92,0.38,25,55,0.455,10,37,0.27,11,11,1.0,91,36,82,0.439,30,63,0.476,6,19,0.316,20,22,0.909,98,2017-02-15,DAL,DET
10971,71,Home,L 91-95 ,240,33,89,0.371,27,56,0.482,6,33,0.182,19,25,0.76,91,37,75,0.493,29,57,0.509,8,18,0.444,13,22,0.591,95,2017-02-15,MEM,NOP
10972,72,Home,L 91-92 ,240,33,73,0.452,24,49,0.49,9,24,0.375,16,19,0.842,91,33,78,0.423,26,52,0.5,7,26,0.269,19,23,0.826,92,2017-02-27,NYK,TOR
10973,73,Home,L 91-101 ,240,35,83,0.422,29,66,0.439,6,17,0.353,15,20,0.75,91,41,85,0.482,35,60,0.583,6,25,0.24,13,16,0.813,101,2017-03-04,CHI,LAC
10974,74,@,L 91-107 ,240,35,83,0.422,26,59,0.441,9,24,0.375,12,18,0.667,91,42,86,0.488,37,66,0.561,5,20,0.25,18,20,0.9,107,2017-03-08,LAC,MIN
10975,75,@,L 91-98 ,240,36,81,0.444,24,53,0.453,12,28,0.429,7,11,0.636,91,37,89,0.416,30,64,0.469,7,25,0.28,17,21,0.81,98,2017-03-08,CHI,ORL
10976,76,@,W 90-84 ,240,34,86,0.395,28,60,0.467,6,26,0.231,16,20,0.8,90,31,74,0.419,30,67,0.448,1,7,0.143,21,34,0.618,84,2011-12-26,BRK,WAS
10977,77,@,L 90-115 ,240,29,74,0.392,22,54,0.407,7,20,0.35,25,33,0.758,90,45,80,0.563,35,61,0.574,10,19,0.526,15,15,1.0,115,2011-12-28,LAC,SAS
10978,78,@,W 90-85 ,240,32,81,0.395,25,65,0.385,7,16,0.438,19,22,0.864,90,36,79,0.456,30,64,0.469,6,15,0.4,7,13,0.538,85,2011-12-28,IND,TOR
10979,79,@,L 90-99 ,240,35,88,0.398,31,65,0.477,4,23,0.174,16,24,0.667,90,33,71,0.465,31,53,0.585,2,18,0.111,31,37,0.838,99,2012-01-01,LAL,DEN
10980,80,@,L 90-129 ,240,35,92,0.38,29,74,0.392,6,18,0.333,14,21,0.667,90,48,80,0.6,41,69,0.594,7,11,0.636,26,31,0.839,129,2012-01-01,CHA,MIA
10981,81,@,W 90-85 ,240,30,68,0.441,23,51,0.451,7,17,0.412,23,29,0.793,90,28,78,0.359,18,43,0.419,10,35,0.286,19,25,0.76,85,2012-01-02,TOR,NYK
10982,82,@,L 90-94 ,240,37,74,0.5,34,64,0.531,3,10,0.3,13,16,0.813,90,37,76,0.487,32,61,0.525,5,15,0.333,15,23,0.652,94,2012-01-02,NOP,UTA
10983,83,@,W 90-86 ,240,33,80,0.413,30,71,0.423,3,9,0.333,21,25,0.84,90,33,82,0.402,26,61,0.426,7,21,0.333,13,24,0.542,86,2012-01-04,MEM,MIN
10984,84,@,L 90-97 ,240,38,77,0.494,34,63,0.54,4,14,0.286,10,19,0.526,90,37,77,0.481,34,66,0.515,3,11,0.273,20,29,0.69,97,2012-01-06,GSW,LAL
10985,85,Home,L 90-101 ,240,28,83,0.337,18,50,0.36,10,33,0.303,24,32,0.75,90,38,76,0.5,33,61,0.541,5,15,0.333,20,24,0.833,101,2012-01-07,BRK,MIA
10986,86,Home,W 90-82 ,240,35,74,0.473,29,55,0.527,6,19,0.316,14,21,0.667,90,38,93,0.409,37,84,0.44,1,9,0.111,5,10,0.5,82,2012-01-08,LAL,MEM
10987,87,@,W 90-85 ,240,35,79,0.443,29,63,0.46,6,16,0.375,14,25,0.56,90,29,64,0.453,25,53,0.472,4,11,0.364,23,32,0.719,85,2012-01-11,DAL,BOS
10988,88,@,W 90-87 (OT),265,35,82,0.427,31,73,0.425,4,9,0.444,16,19,0.842,90,36,93,0.387,32,79,0.405,4,14,0.286,11,16,0.688,87,2012-01-11,LAL,UTA
10989,89,Home,L 90-101 ,240,34,75,0.453,26,54,0.481,8,21,0.381,14,20,0.7,90,39,89,0.438,29,70,0.414,10,19,0.526,13,21,0.619,101,2012-01-12,PHO,CLE
10990,90,Home,L 90-95 ,240,33,74,0.446,29,57,0.509,4,17,0.235,20,32,0.625,90,30,66,0.455,27,58,0.466,3,8,0.375,32,38,0.842,95,2012-01-13,TOR,IND
10991,91,Home,L 90-103 ,240,38,88,0.432,35,74,0.473,3,14,0.214,11,17,0.647,90,37,86,0.43,31,70,0.443,6,16,0.375,23,27,0.852,103,2012-01-14,WAS,PHI
10992,92,Home,W 90-88 (OT),265,35,88,0.398,26,61,0.426,9,27,0.333,11,13,0.846,90,37,94,0.394,34,83,0.41,3,11,0.273,11,16,0.688,88,2012-01-19,HOU,NOH
10993,93,Home,W 90-76 ,240,35,84,0.417,31,67,0.463,4,17,0.235,16,19,0.842,90,32,74,0.432,27,59,0.458,5,15,0.333,7,8,0.875,76,2012-01-20,PHI,ATL
10994,94,Home,L 90-91 ,240,38,76,0.5,29,51,0.569,9,25,0.36,5,8,0.625,90,36,85,0.424,34,72,0.472,2,13,0.154,17,23,0.739,91,2012-01-23,GSW,MEM
10995,95,Home,L 90-95 ,240,36,90,0.4,33,77,0.429,3,13,0.231,15,21,0.714,90,38,80,0.475,33,70,0.471,5,10,0.5,14,21,0.667,95,2012-01-25,CHI,IND
10996,96,Home,L 90-105 ,240,39,95,0.411,33,73,0.452,6,22,0.273,6,10,0.6,90,34,77,0.442,25,56,0.446,9,21,0.429,28,33,0.848,105,2012-01-25,DAL,MIN
10997,97,Home,L 90-97 (OT),265,35,79,0.443,30,65,0.462,5,14,0.357,15,19,0.789,90,37,82,0.451,25,55,0.455,12,27,0.444,11,14,0.786,97,2012-01-25,PHI,NJN
10998,98,Home,L 90-93 ,240,34,75,0.453,27,58,0.466,7,17,0.412,15,21,0.714,90,37,73,0.507,32,59,0.542,5,14,0.357,14,19,0.737,93,2012-01-31,CLE,BOS
10999,99,@,L 90-93 ,240,35,82,0.427,29,66,0.439,6,16,0.375,14,19,0.737,90,37,91,0.407,29,67,0.433,8,24,0.333,11,13,0.846,93,2012-01-31,SAC,GSW
11000,0,Home,L 90-113 ,240,37,93,0.398,36,81,0.444,1,12,0.083,15,19,0.789,90,48,90,0.533,34,60,0.567,14,30,0.467,3,4,0.75,113,2012-02-04,MIL,CHI
11001,1,Home,L 90-99 ,240,33,84,0.393,27,60,0.45,6,24,0.25,18,21,0.857,90,41,79,0.519,30,55,0.545,11,24,0.458,6,7,0.857,99,2012-02-06,ATL,PHO
11002,2,Home,L 90-99 ,240,34,78,0.436,31,56,0.554,3,22,0.136,19,33,0.576,90,35,81,0.432,25,62,0.403,10,19,0.526,19,24,0.792,99,2012-02-06,DEN,HOU
11003,3,@,L 90-95 ,240,34,81,0.42,27,57,0.474,7,24,0.292,15,20,0.75,90,38,81,0.469,30,64,0.469,8,17,0.471,11,17,0.647,95,2012-02-06,LAL,PHI
11004,4,@,W 90-67 ,240,39,85,0.459,35,69,0.507,4,16,0.25,8,12,0.667,90,28,75,0.373,27,72,0.375,1,3,0.333,10,17,0.588,67,2012-02-08,CHI,NOH
11005,5,Home,L 90-100 ,240,38,93,0.409,31,79,0.392,7,14,0.5,7,11,0.636,90,37,84,0.44,32,69,0.464,5,15,0.333,21,26,0.808,100,2012-02-08,PHI,SAS
11006,6,Home,L 90-105 ,240,33,76,0.434,31,61,0.508,2,15,0.133,22,29,0.759,90,35,70,0.5,30,57,0.526,5,13,0.385,30,35,0.857,105,2012-02-14,IND,MIA
11007,7,@,W 90-87 ,240,33,80,0.413,27,63,0.429,6,17,0.353,18,27,0.667,90,37,73,0.507,33,58,0.569,4,15,0.267,9,15,0.6,87,2012-02-14,NYK,TOR
11008,8,@,L 90-102 ,240,38,85,0.447,31,67,0.463,7,18,0.389,7,15,0.467,90,43,85,0.506,39,69,0.565,4,16,0.25,12,16,0.75,102,2012-02-15,CHA,MIN
11009,9,Home,W 90-78 ,240,38,80,0.475,35,68,0.515,3,12,0.25,11,14,0.786,90,27,74,0.365,16,45,0.356,11,29,0.379,13,25,0.52,78,2012-02-19,MIA,ORL
11010,10,@,L 90-102 ,240,35,78,0.449,32,60,0.533,3,18,0.167,17,25,0.68,90,34,80,0.425,27,60,0.45,7,20,0.35,27,32,0.844,102,2012-02-19,LAL,PHO
11011,11,Home,W 90-79 ,240,34,88,0.386,26,68,0.382,8,20,0.4,14,19,0.737,90,30,74,0.405,21,49,0.429,9,25,0.36,10,21,0.476,79,2012-02-20,CHI,ATL
11012,12,Home,L 90-93 ,240,37,91,0.407,32,69,0.464,5,22,0.227,11,13,0.846,90,33,76,0.434,25,54,0.463,8,22,0.364,19,25,0.76,93,2012-02-20,MIL,ORL
11013,13,@,L 90-97 ,240,30,73,0.411,24,50,0.48,6,23,0.261,24,29,0.828,90,37,85,0.435,29,68,0.426,8,17,0.471,15,22,0.682,97,2012-03-03,OKC,ATL
11014,14,Home,L 90-96 ,240,37,76,0.487,31,52,0.596,6,24,0.25,10,17,0.588,90,38,91,0.418,33,74,0.446,5,17,0.294,15,24,0.625,96,2012-03-09,OKC,CLE
11015,15,@,L 90-105 ,240,34,71,0.479,31,59,0.525,3,12,0.25,19,28,0.679,90,39,72,0.542,32,61,0.525,7,11,0.636,20,26,0.769,105,2012-03-12,DET,UTA
11016,16,Home,L 90-103 ,240,34,78,0.436,29,56,0.518,5,22,0.227,17,25,0.68,90,36,79,0.456,24,54,0.444,12,25,0.48,19,24,0.792,103,2012-03-15,DEN,OKC
11017,17,@,L 90-97 ,240,30,71,0.423,22,52,0.423,8,19,0.421,22,30,0.733,90,38,80,0.475,33,70,0.471,5,10,0.5,16,22,0.727,97,2012-03-20,OKC,UTA
11018,18,@,L 90-97 ,240,35,90,0.389,30,63,0.476,5,27,0.185,15,24,0.625,90,34,59,0.576,32,54,0.593,2,5,0.4,27,34,0.794,97,2012-03-22,LAC,NOH
11019,19,Home,W 90-87 ,240,31,85,0.365,21,55,0.382,10,30,0.333,18,27,0.667,90,32,74,0.432,25,52,0.481,7,22,0.318,16,17,0.941,87,2012-03-25,POR,GSW
11020,20,@,L 90-105 ,240,29,69,0.42,21,49,0.429,8,20,0.4,24,37,0.649,90,37,81,0.457,27,63,0.429,10,18,0.556,21,28,0.75,105,2012-03-26,MIA,IND
11021,21,Home,W 90-81 ,240,34,73,0.466,28,54,0.519,6,19,0.316,16,20,0.8,90,33,79,0.418,27,58,0.466,6,21,0.286,9,12,0.75,81,2012-03-27,DAL,HOU
11022,22,@,L 90-100 ,240,31,70,0.443,25,53,0.472,6,17,0.353,22,33,0.667,90,37,73,0.507,33,54,0.611,4,19,0.211,22,26,0.846,100,2012-03-30,NYK,ATL
11023,23,@,L 90-95 ,240,35,74,0.473,31,60,0.517,4,14,0.286,16,22,0.727,90,37,77,0.481,31,65,0.477,6,12,0.5,15,19,0.789,95,2012-03-31,ATL,PHI
11024,24,Home,L 90-125 ,240,34,82,0.415,25,58,0.431,9,24,0.375,13,15,0.867,90,48,81,0.593,37,58,0.638,11,23,0.478,18,21,0.857,125,2012-04-03,CLE,SAS
11025,25,@,L 90-95 ,240,36,85,0.424,34,73,0.466,2,12,0.167,16,24,0.667,90,37,91,0.407,32,76,0.421,5,15,0.333,16,24,0.667,95,2012-04-06,CHA,MIL
11026,26,@,L 90-99 ,240,33,81,0.407,23,56,0.411,10,25,0.4,14,18,0.778,90,40,82,0.488,36,69,0.522,4,13,0.308,15,19,0.789,99,2012-04-07,MIN,NOH
11027,27,Home,L 90-114 ,240,32,83,0.386,26,61,0.426,6,22,0.273,20,23,0.87,90,47,82,0.573,40,62,0.645,7,20,0.35,13,16,0.813,114,2012-04-09,MIN,PHO
11028,28,@,L 90-103 ,240,37,79,0.468,34,68,0.5,3,11,0.273,13,16,0.813,90,40,83,0.482,29,64,0.453,11,19,0.579,12,14,0.857,103,2012-04-10,CHA,CLE
11029,29,@,L 90-93 ,240,37,83,0.446,32,67,0.478,5,16,0.313,11,17,0.647,90,33,74,0.446,24,50,0.48,9,24,0.375,18,24,0.75,93,2012-04-19,LAC,PHO
11030,30,@,L 90-98 ,240,35,83,0.422,23,50,0.46,12,33,0.364,8,15,0.533,90,36,79,0.456,30,60,0.5,6,19,0.316,20,27,0.741,98,2012-04-20,NYK,CLE
11031,31,@,W 90-85 ,240,36,101,0.356,31,85,0.365,5,16,0.313,13,18,0.722,90,36,81,0.444,30,65,0.462,6,16,0.375,7,9,0.778,85,2012-04-25,PHI,MIL
11032,32,@,W 90-88 ,240,37,78,0.474,32,67,0.478,5,11,0.455,11,16,0.688,90,33,91,0.363,27,74,0.365,6,17,0.353,16,19,0.842,88,2012-10-31,IND,TOR
11033,33,Home,W 90-89 ,240,31,85,0.365,24,66,0.364,7,19,0.368,21,24,0.875,90,33,83,0.398,26,57,0.456,7,26,0.269,16,27,0.593,89,2012-11-02,CHA,IND
11034,34,Home,L 90-108 ,240,35,91,0.385,29,76,0.382,6,15,0.4,14,21,0.667,90,44,83,0.53,38,67,0.567,6,16,0.375,14,19,0.737,108,2012-11-07,MIL,MEM
11035,35,Home,W 90-75 ,240,34,76,0.447,27,56,0.482,7,20,0.35,15,22,0.682,90,28,80,0.35,25,68,0.368,3,12,0.25,16,20,0.8,75,2012-11-07,MIN,ORL
11036,36,Home,L 90-103 ,240,32,75,0.427,25,55,0.455,7,20,0.35,19,30,0.633,90,41,77,0.532,38,64,0.594,3,13,0.231,18,25,0.72,103,2012-11-08,POR,LAC
11037,37,@,L 90-103 ,240,36,90,0.4,29,67,0.433,7,23,0.304,11,14,0.786,90,36,81,0.444,28,56,0.5,8,25,0.32,23,30,0.767,103,2012-11-11,SAC,LAL
11038,38,@,W 90-82 ,240,30,65,0.462,26,50,0.52,4,15,0.267,26,32,0.813,90,29,80,0.363,25,64,0.391,4,16,0.25,20,25,0.8,82,2012-11-12,MIN,DAL
11039,39,Home,L 90-92 ,240,33,83,0.398,27,66,0.409,6,17,0.353,18,27,0.667,90,27,73,0.37,26,63,0.413,1,10,0.1,37,42,0.881,92,2012-11-12,DET,OKC
11040,40,Home,L 90-99 ,240,37,80,0.463,31,62,0.5,6,18,0.333,10,19,0.526,90,36,75,0.48,31,58,0.534,5,17,0.294,22,25,0.88,99,2012-11-18,SAC,BRK
11041,41,@,L 90-95 ,240,34,82,0.415,27,59,0.458,7,23,0.304,15,21,0.714,90,35,73,0.479,29,52,0.558,6,21,0.286,19,37,0.514,95,2012-11-20,BRK,LAL
11042,42,Home,W 90-74 ,240,36,83,0.434,31,63,0.492,5,20,0.25,13,18,0.722,90,28,85,0.329,25,68,0.368,3,17,0.176,15,22,0.682,74,2012-11-21,ORL,DET
11043,43,@,L 90-91 ,240,32,78,0.41,26,60,0.433,6,18,0.333,20,25,0.8,90,36,78,0.462,32,65,0.492,4,13,0.308,15,26,0.577,91,2012-11-23,TOR,DET
11044,44,Home,W 90-78 ,240,34,85,0.4,30,73,0.411,4,12,0.333,18,21,0.857,90,29,72,0.403,25,56,0.446,4,16,0.25,16,20,0.8,78,2012-11-30,MEM,DET
11045,45,@,L 90-112 ,240,34,84,0.405,29,65,0.446,5,19,0.263,17,19,0.895,90,45,90,0.5,39,70,0.557,6,20,0.3,16,21,0.762,112,2012-12-05,DAL,LAC
11046,46,@,L 90-106 ,240,35,78,0.449,27,60,0.45,8,18,0.444,12,13,0.923,90,40,69,0.58,33,58,0.569,7,11,0.636,19,24,0.792,106,2012-12-08,NOP,MIA
11047,47,Home,L 90-98 ,240,36,78,0.462,31,58,0.534,5,20,0.25,13,18,0.722,90,40,77,0.519,35,62,0.565,5,15,0.333,13,18,0.722,98,2012-12-09,PHO,ORL
11048,48,@,L 90-113 ,240,34,79,0.43,28,58,0.483,6,21,0.286,16,20,0.8,90,43,75,0.573,29,46,0.63,14,29,0.483,13,23,0.565,113,2012-12-13,CHA,ATL
11049,49,@,L 90-98 ,240,33,72,0.458,27,53,0.509,6,19,0.316,18,25,0.72,90,40,88,0.455,33,61,0.541,7,27,0.259,11,12,0.917,98,2012-12-13,SAS,POR
11050,50,@,W 90-86 ,240,33,83,0.398,28,68,0.412,5,15,0.333,19,27,0.704,90,32,81,0.395,23,63,0.365,9,18,0.5,13,14,0.929,86,2012-12-14,MIL,CLE
11051,51,@,L 90-101 ,240,34,83,0.41,31,70,0.443,3,13,0.231,19,24,0.792,90,41,85,0.482,33,63,0.524,8,22,0.364,11,15,0.733,101,2012-12-17,SAC,PHO
11052,52,Home,L 90-92 ,240,33,77,0.429,26,60,0.433,7,17,0.412,17,22,0.773,90,37,83,0.446,32,63,0.508,5,20,0.25,13,16,0.813,92,2012-12-18,BRK,UTA
11053,53,Home,W 90-80 ,240,36,88,0.409,33,80,0.413,3,8,0.375,15,19,0.789,90,30,85,0.353,25,65,0.385,5,20,0.25,15,19,0.789,80,2012-12-19,MEM,MIL
11054,54,Home,W 90-83 ,240,34,81,0.42,26,61,0.426,8,20,0.4,14,17,0.824,90,34,77,0.442,25,60,0.417,9,17,0.529,6,8,0.75,83,2012-12-19,ORL,WAS
11055,55,@,L 90-93 ,240,35,70,0.5,31,56,0.554,4,14,0.286,16,19,0.842,90,33,81,0.407,25,62,0.403,8,19,0.421,19,21,0.905,93,2012-12-21,ORL,TOR
11056,56,Home,W 90-72 ,240,39,80,0.488,38,69,0.551,1,11,0.091,11,13,0.846,90,29,74,0.392,27,64,0.422,2,10,0.2,12,19,0.632,72,2013-01-09,TOR,PHI
11057,57,@,L 90-92 ,240,35,77,0.455,29,58,0.5,6,19,0.316,14,20,0.7,90,30,80,0.375,21,53,0.396,9,27,0.333,23,30,0.767,92,2013-01-10,MIA,POR
11058,58,@,W 90-87 ,240,36,71,0.507,31,61,0.508,5,10,0.5,13,18,0.722,90,34,65,0.523,28,49,0.571,6,16,0.375,13,21,0.619,87,2013-01-12,UTA,DET
11059,59,Home,L 90-102 ,240,35,84,0.417,26,59,0.441,9,25,0.36,11,18,0.611,90,40,84,0.476,35,67,0.522,5,17,0.294,17,22,0.773,102,2013-01-14,PHO,OKC
11060,60,@,W 90-78 ,240,31,71,0.437,29,54,0.537,2,17,0.118,26,31,0.839,90,34,74,0.459,30,56,0.536,4,18,0.222,6,16,0.375,78,2013-01-16,NOP,BOS
11061,61,Home,L 90-99 ,240,31,72,0.431,21,50,0.42,10,22,0.455,18,28,0.643,90,40,83,0.482,38,70,0.543,2,13,0.154,17,23,0.739,99,2013-01-17,LAL,MIA
11062,62,@,W 90-77 ,240,35,77,0.455,30,64,0.469,5,13,0.385,15,23,0.652,90,30,84,0.357,26,65,0.4,4,19,0.211,13,20,0.65,77,2013-01-17,LAC,MIN
